ID,20S20R1,7S7R100,9S9R100,3S3R100,21S21R1,22S22R1,8S8R100,6S6R100,2S2R100,5S5R100,16S16R1,17S17R1,1S1R100,15S15R1,18S18R1,19S19R1,14S14R1,11S11R1,4S4R100,10S10R1,12S12R1,13S13R1
Leuconostoc lactis,4,2,2,2,2,2,23,6,3,3,5,12,2,17,1,2,20,6,6,1,19,5
Leuconostoc mesenteroides,136,85,40,79,46,37,205,124,47,104,161,391,98,255,140,116,146,129,108,91,336,127
Leuconostoc pseudomesenteroides,3,1,0,0,1,0,9,0,0,1,3,15,4,17,0,6,6,1,8,2,11,4
Leuconostoc sp. C2,0,0,0,1,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Leuconostoc sp. DORA_2,1,0,0,6,0,0,0,1,0,0,0,3,0,1,0,1,3,0,1,0,2,0
Leuconostocaceae bacterium R-53105,0,1,0,3,2,6,0,0,14,4,2,1,3,5,0,1,5,10,8,7,0,3
Oenococcus alcoholitolerans,7,3,1,5,1,5,0,1,14,1,4,0,2,2,1,4,8,9,3,5,3,3
Oenococcus kitaharae,3,5,3,8,23,13,1,3,8,4,9,4,0,3,9,1,18,13,6,14,0,2
Oenococcus oeni,12,14,7,12,13,21,4,10,27,6,23,11,14,24,12,5,30,24,17,46,10,6
uncultured Oenococcus sp.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weissella bombi,2,3,0,6,1,7,3,0,4,7,4,4,9,4,1,16,2,7,7,2,0,3
Weissella ceti,2,3,3,5,3,10,0,0,14,5,6,2,2,1,1,0,4,10,3,10,2,3
Weissella cibaria,5,2,1,5,3,11,26,17,7,1,5,16,3,30,3,0,6,3,9,10,27,16
Weissella confusa,5,9,1,3,1,2,13,13,9,1,3,11,6,12,0,7,13,8,10,7,27,0
Weissella halotolerans,11,14,11,9,3,13,13,10,15,11,15,17,10,19,23,8,19,28,23,12,33,3
Weissella hellenica,5,5,1,9,7,18,2,0,1,6,4,2,18,4,5,3,4,10,13,5,1,4
Weissella jogaejeotgali,0,5,1,0,5,13,2,5,2,2,1,0,3,5,0,0,4,2,1,1,1,4
Weissella kandleri,0,3,0,8,1,9,1,1,4,2,4,1,1,2,3,0,1,5,2,4,3,0
Weissella koreensis,1,5,3,2,5,13,3,0,7,4,4,4,2,11,7,1,4,11,3,7,0,3
Weissella minor,1,5,0,5,3,5,2,3,7,3,9,2,1,10,3,4,4,13,9,4,2,2
Weissella oryzae,4,2,3,3,7,20,3,7,15,6,12,7,2,6,8,6,2,12,7,13,4,9
Weissella paramesenteroides,0,5,2,6,1,4,3,0,2,9,5,1,2,8,2,2,10,4,4,2,2,1
Weissella sp. DD23,1,0,0,0,0,9,2,0,9,1,1,2,4,6,0,1,0,1,2,1,1,0
Weissella thailandensis,1,0,1,0,0,0,0,0,1,0,0,6,0,0,0,1,0,0,0,1,0,3
Weissella viridescens,9,6,2,1,3,13,12,3,7,2,7,4,20,16,4,4,10,10,8,8,12,3
Anthococcus sp. DF1,9,11,2,34,4,6,5,1,6,4,9,2,0,2,0,2,8,1,4,7,3,3
Lactococcus chungangensis,13,18,4,53,3,4,31,29,4,22,17,13,13,91,5,29,105,1,93,7,222,43
Lactococcus garvieae,26,22,17,60,17,29,18,24,31,23,20,24,16,35,12,14,52,39,35,35,27,24
Lactococcus lactis,97,93,98,146,67,221,115,124,103,120,118,185,81,410,38,123,272,76,232,76,268,131
Lactococcus piscium,37,12,2,35,8,12,19,15,15,19,13,47,14,48,13,25,73,24,69,18,59,14
Lactococcus plantarum,5,1,4,5,3,10,6,2,7,11,8,2,9,5,7,8,4,14,7,8,11,5
Lactococcus raffinolactis,80,16,9,72,27,18,106,30,14,25,82,47,44,175,19,39,170,11,88,22,215,91
Lactococcus sp. DD01,0,2,0,3,2,0,0,4,3,1,1,0,2,3,0,0,1,0,1,2,0,7
uncultured Lactococcus sp.,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Streptococcus acidominimus,5,1,0,4,5,14,1,4,7,2,2,2,1,8,4,1,11,8,1,2,4,2
Streptococcus agalactiae,69,57,62,63,52,64,41,102,58,60,44,62,64,113,72,52,139,57,140,59,222,52
Streptococcus alactolyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Streptococcus anginosus,5,7,1,5,8,6,10,14,10,3,15,16,11,21,7,6,23,9,16,30,35,6
Streptococcus australis,0,1,0,2,0,1,0,3,0,2,0,2,0,4,0,5,0,2,2,1,12,2
Streptococcus azizii,1,4,2,10,16,14,1,5,7,10,6,6,5,5,3,6,15,0,23,8,19,4
Streptococcus caballi,4,7,1,5,5,7,3,1,1,4,2,5,3,4,2,3,3,12,3,4,27,2
Streptococcus canis,1,1,0,3,1,3,1,3,3,3,1,0,3,6,0,2,1,0,10,4,13,0
Streptococcus castoreus,0,2,2,1,7,4,2,6,6,2,5,2,1,6,1,0,5,5,0,4,2,2
Streptococcus constellatus,10,1,1,11,11,5,5,4,7,10,4,6,11,7,6,12,16,2,9,7,11,5
Streptococcus criceti,3,1,0,5,5,9,4,0,4,5,19,7,2,3,3,9,1,7,12,6,2,1
Streptococcus cristatus,9,1,2,6,7,10,8,12,16,7,4,12,18,28,3,5,27,9,9,11,16,9
Streptococcus cuniculi,7,1,5,7,3,6,0,6,7,4,14,4,4,5,5,0,1,2,5,3,16,1
Streptococcus devriesei,1,3,0,1,6,6,2,1,2,3,4,3,1,15,1,2,2,3,3,13,5,3
Streptococcus didelphis,4,1,0,8,4,9,2,0,6,7,7,6,1,3,3,6,10,4,4,3,5,3
Streptococcus downei,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,3,0,2,1,1,1
Streptococcus dysgalactiae,46,14,28,72,151,18,11,46,13,65,22,16,59,48,62,66,131,20,94,19,42,34
Streptococcus entericus,4,2,1,1,7,5,1,5,13,5,17,3,2,3,3,2,9,11,6,6,8,8
Streptococcus equi,20,16,2,17,23,30,12,29,25,10,27,17,9,28,6,15,42,19,27,17,74,9
Streptococcus equinus,16,19,4,19,11,19,20,88,14,14,20,25,12,87,4,17,57,26,74,18,354,13
Streptococcus ferus,4,4,2,6,6,6,6,4,6,8,2,8,6,5,3,9,9,2,9,6,10,11
Streptococcus gallolyticus,13,11,4,27,12,21,33,73,15,17,26,21,12,51,10,15,51,9,88,27,258,19
Streptococcus gordonii,5,9,4,10,2,5,5,5,10,5,12,10,2,20,6,4,16,10,9,11,17,4
Streptococcus halotolerans,0,1,0,7,1,5,0,2,3,0,33,2,1,7,2,3,0,2,3,7,4,1
Streptococcus henryi,9,5,4,8,14,11,12,8,10,6,10,13,5,19,5,17,24,7,25,15,34,13
Streptococcus himalayensis,3,5,3,4,4,9,6,5,5,7,7,3,5,7,7,0,13,7,6,2,7,0
Streptococcus hongkongensis,1,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0
Streptococcus hyointestinalis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Streptococcus hyovaginalis,1,0,1,1,2,2,1,8,3,3,0,2,0,2,3,2,11,1,10,0,10,0
Streptococcus ictaluri,6,10,5,12,5,9,2,16,2,19,9,3,4,12,5,4,2,8,9,15,5,21
Streptococcus infantarius,1,3,1,6,1,0,5,158,3,8,2,41,1,45,3,3,63,3,153,0,990,4
Streptococcus infantis,6,3,0,4,14,3,6,2,7,2,7,18,6,14,0,4,11,4,2,14,28,4
Streptococcus iniae,13,9,28,5,2,13,45,26,8,6,10,9,7,31,4,4,14,10,17,2,23,4
Streptococcus intermedius,12,4,8,8,5,7,4,2,5,8,3,12,8,9,11,6,10,7,16,7,21,11
Streptococcus lutetiensis,4,4,2,5,0,0,13,20,2,2,1,28,4,51,5,2,16,1,14,3,73,6
Streptococcus macacae,0,3,1,6,1,3,0,5,10,5,18,1,3,3,0,1,3,9,2,3,6,5
Streptococcus macedonicus,0,6,0,3,0,2,4,64,4,3,3,10,2,12,2,3,20,3,58,1,294,5
Streptococcus marimammalium,6,3,5,9,2,4,2,0,17,2,2,6,8,2,3,9,6,8,10,10,8,5
Streptococcus marmotae,2,5,1,9,12,8,2,2,7,5,3,5,6,6,0,2,11,25,4,3,18,5
Streptococcus massiliensis,4,4,1,9,5,5,0,2,11,5,5,1,6,7,2,1,6,6,2,8,8,1
Streptococcus merionis,9,6,0,14,9,12,2,7,10,11,2,1,5,10,4,18,18,9,23,6,23,13
Streptococcus minor,8,20,3,10,5,9,20,15,9,6,10,30,11,11,2,14,61,11,17,15,37,11
Streptococcus mitis,39,18,23,74,126,17,14,19,23,91,21,35,21,49,39,98,156,17,102,34,66,26
Streptococcus mutans,17,10,6,24,14,58,11,8,60,15,24,20,36,31,16,29,29,93,24,17,42,9
Streptococcus oralis,7,9,3,14,15,21,11,22,19,23,33,19,16,38,16,21,46,18,32,19,69,14
Streptococcus orisasini,0,0,1,3,1,7,0,2,7,3,3,1,4,10,2,4,9,6,3,2,7,2
Streptococcus orisratti,1,4,1,6,1,2,4,9,9,8,4,6,4,5,0,9,20,10,7,5,19,4
Streptococcus orisuis,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus ovis,4,5,2,4,9,11,8,12,11,5,9,9,6,21,2,5,30,9,19,5,21,8
Streptococcus pantholopis,5,4,1,6,2,15,1,4,7,6,3,1,2,9,6,2,11,14,8,3,14,0
Streptococcus parasanguinis,25,10,7,22,6,9,52,25,11,25,19,148,22,122,8,11,76,4,73,12,218,24
Streptococcus parauberis,13,21,4,13,19,8,4,20,7,11,11,28,4,18,6,12,24,10,32,28,73,19
Streptococcus pasteurianus,0,2,2,2,1,3,4,9,2,4,1,13,3,23,1,0,7,2,4,3,17,3
Streptococcus peroris,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0
Streptococcus phocae,2,1,4,1,6,12,4,0,12,9,3,3,1,1,2,6,7,14,4,4,6,5
Streptococcus plurextorum,4,5,6,8,2,6,3,8,6,2,0,6,10,17,2,3,4,2,14,6,10,1
Streptococcus pneumoniae,1512,741,1919,1296,987,210,611,1275,183,1185,396,590,858,1448,1350,1284,1991,540,1673,697,602,850
Streptococcus porci,9,2,2,9,4,7,0,5,12,6,7,8,12,11,6,5,24,11,7,12,26,5
Streptococcus porcinus,0,1,0,2,0,1,3,2,3,2,2,0,0,6,2,0,0,3,0,1,1,0
Streptococcus pseudopneumoniae,6,4,0,9,8,7,5,4,9,5,14,11,3,8,5,7,13,5,9,6,29,11
Streptococcus pseudoporcinus,1,11,4,3,5,2,4,4,2,11,3,3,5,14,2,4,9,3,5,6,3,5
Streptococcus pyogenes,14,17,14,59,14,19,11,24,20,35,20,29,15,28,13,84,46,24,78,22,71,17
Streptococcus ratti,1,1,0,6,1,6,3,0,5,0,5,1,3,6,1,1,4,4,3,2,5,0
Streptococcus salivarius CAG:79,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0
Streptococcus salivarius,18,22,6,25,31,15,50,35,12,35,11,144,17,118,15,9,75,14,65,18,191,19
Streptococcus sanguinis,14,8,5,12,6,21,26,17,5,14,12,22,11,29,2,12,17,14,34,8,21,6
Streptococcus sinensis,0,0,0,0,1,2,0,0,1,0,0,1,0,2,0,0,5,2,0,0,1,0
Streptococcus sobrinus,9,9,2,15,21,18,4,1,16,6,10,8,8,19,3,7,13,9,10,5,7,8
Streptococcus sp. 'caviae',9,1,3,3,4,0,2,1,2,4,0,2,2,6,2,3,4,1,2,0,3,3
Streptococcus sp. 'group G',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
Streptococcus sp. (N1),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Streptococcus sp. 1171_SSPC,0,0,0,1,0,1,1,0,0,1,1,6,0,0,0,0,0,0,1,3,3,1
Streptococcus sp. 263_SSPC,1,0,0,8,6,8,2,2,4,1,0,8,1,15,2,2,5,7,6,0,19,4
Streptococcus sp. 2_1_36FAA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
Streptococcus sp. 343_SSPC,2,1,0,0,0,0,3,0,2,0,1,4,0,3,0,1,8,0,3,1,14,1
Streptococcus sp. 400_SSPC,0,0,0,0,0,1,0,0,0,0,1,2,2,7,0,0,4,0,1,0,3,1
Streptococcus sp. 449_SSPC,1,0,1,1,0,0,0,0,0,1,0,3,0,0,1,0,0,1,0,0,5,0
Streptococcus sp. 45,0,0,0,1,0,0,1,0,0,1,7,0,0,0,0,0,1,1,0,0,13,0
Streptococcus sp. A12,0,1,0,1,1,0,0,0,1,0,0,2,0,3,0,2,3,0,0,0,7,2
Streptococcus sp. ACS2,0,1,0,0,1,0,1,1,0,1,0,3,0,2,0,0,0,3,0,0,1,0
Streptococcus sp. AS14,1,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0
Streptococcus sp. AS20,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
Streptococcus sp. C150,0,0,0,0,0,0,1,2,0,0,3,1,0,1,0,0,2,1,0,0,4,0
Streptococcus sp. C300,0,0,0,1,0,0,0,3,2,0,0,0,0,1,0,0,2,0,3,0,0,0
Streptococcus sp. CCH5-D3,7,1,6,2,0,0,2,1,0,3,2,3,2,0,3,0,1,1,1,2,4,0
Streptococcus sp. CCH8-C6,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
Streptococcus sp. CCH8-G7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Streptococcus sp. CCH8-H5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,0,0,0,0
Streptococcus sp. CCUG 49591,0,0,0,0,0,0,0,0,0,0,1,2,1,4,0,1,3,0,2,0,0,0
Streptococcus sp. CM7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Streptococcus sp. DD04,0,3,1,1,1,8,0,3,1,0,2,0,0,6,0,4,2,0,5,4,4,2
Streptococcus sp. DD10,1,3,2,2,4,6,2,4,6,4,7,4,9,5,0,5,8,5,6,5,2,3
Streptococcus sp. DD11,1,4,0,2,4,10,0,3,10,4,7,2,0,3,2,2,7,8,5,3,3,0
Streptococcus sp. DD12,3,4,2,7,2,7,3,6,12,7,9,2,7,11,0,4,11,10,6,13,8,3
Streptococcus sp. DD13,1,9,0,4,0,6,2,3,9,1,2,2,3,3,2,1,3,3,4,2,9,6
Streptococcus sp. DORA_10,0,0,2,1,0,1,2,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0
Streptococcus sp. F0441,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus sp. F0442,0,3,0,0,0,8,1,1,0,1,10,6,2,4,0,1,5,0,0,4,7,1
Streptococcus sp. FDAARGOS_192,1,0,1,0,0,0,0,1,1,0,0,6,0,3,0,0,1,1,1,0,3,0
Streptococcus sp. GMD4S,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Streptococcus sp. GMD6S,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus sp. HMSC034A12,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0
Streptococcus sp. HMSC034B03,3,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,3,1,2,0,0,0
Streptococcus sp. HMSC034B04,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0
Streptococcus sp. HMSC034B05,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Streptococcus sp. HMSC034E03,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Streptococcus sp. HMSC034E12,3,3,0,0,0,1,1,1,2,3,3,1,0,1,3,0,0,1,0,5,2,1
Streptococcus sp. HMSC034F02,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2
Streptococcus sp. HMSC034F03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Streptococcus sp. HMSC056C01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Streptococcus sp. HMSC057E02,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,2,0,0
Streptococcus sp. HMSC057G03,2,3,0,1,3,2,2,3,2,2,2,6,4,4,4,6,8,1,1,2,5,1
Streptococcus sp. HMSC061D01,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Streptococcus sp. HMSC061D10,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Streptococcus sp. HMSC061E03,0,1,0,0,0,1,4,0,0,2,0,4,0,0,0,1,1,0,0,0,7,1
Streptococcus sp. HMSC062B01,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0
Streptococcus sp. HMSC062D07,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,2,3
Streptococcus sp. HMSC063B03,0,0,0,4,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,3,0
Streptococcus sp. HMSC064D12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Streptococcus sp. HMSC064H09,0,2,0,0,1,0,1,0,0,0,0,3,0,4,0,0,0,1,2,0,3,2
Streptococcus sp. HMSC065C01,0,0,0,2,0,0,1,0,0,1,0,2,1,3,0,0,0,0,2,0,6,1
Streptococcus sp. HMSC065E03,2,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,2,0,0,1,6,0
Streptococcus sp. HMSC065H07,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0
Streptococcus sp. HMSC066E07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Streptococcus sp. HMSC066F01,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Streptococcus sp. HMSC067A03,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
Streptococcus sp. HMSC067H01,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Streptococcus sp. HMSC068F04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Streptococcus sp. HMSC070B10,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0
Streptococcus sp. HMSC071D03,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
Streptococcus sp. HMSC071H03,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Streptococcus sp. HMSC072C09,0,0,0,0,0,0,1,0,0,0,0,2,2,2,0,0,3,0,1,0,5,0
Streptococcus sp. HMSC072D03,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,2,0,4,0
Streptococcus sp. HMSC072D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Streptococcus sp. HMSC072D07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Streptococcus sp. HMSC072G04,0,0,0,0,1,0,2,0,4,1,0,6,0,5,0,2,4,0,1,0,6,0
Streptococcus sp. HMSC073A12,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0,1,0,0,0,0,8,1
Streptococcus sp. HMSC073D05,1,2,0,0,1,0,1,2,0,1,0,5,1,3,0,0,2,0,3,0,2,1
Streptococcus sp. HMSC073F11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Streptococcus sp. HMSC074B11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
Streptococcus sp. HMSC074F05,0,0,0,2,0,2,0,1,0,0,0,4,0,2,0,0,1,0,5,0,3,0
Streptococcus sp. HMSC076C09,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Streptococcus sp. HMSC077D04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Streptococcus sp. HMSC078D09,0,0,0,1,0,0,1,0,0,0,2,6,0,4,0,0,1,0,1,0,3,0
Streptococcus sp. HMSC078H03,2,1,1,0,0,2,0,0,0,3,0,0,1,3,0,1,0,0,1,0,4,0
Streptococcus sp. HMSC078H12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,2,0,5,0
Streptococcus sp. HMSC10A01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Streptococcus sp. HMSC10E12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,1,4,0
Streptococcus sp. HMSC34B10,0,0,0,1,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus sp. HPH0090,1,0,0,0,0,1,1,0,0,0,0,1,0,3,0,0,2,0,1,0,1,0
Streptococcus sp. HSISB1,2,0,1,1,2,0,0,0,3,2,0,0,0,2,2,5,0,4,1,0,1,1
Streptococcus sp. HSISM1,1,0,0,2,0,0,1,0,0,1,0,2,0,4,0,0,1,0,1,0,5,0
Streptococcus sp. HSISS1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Streptococcus sp. HSISS2,0,0,0,1,0,0,2,1,0,0,1,5,0,0,0,0,0,0,1,2,3,0
Streptococcus sp. HSISS3,5,1,0,2,0,0,0,1,0,1,1,2,0,0,2,2,2,0,3,0,6,0
Streptococcus sp. HibF3,0,1,1,2,5,8,4,1,9,5,1,1,1,1,2,2,0,2,3,2,7,1
Streptococcus sp. I-G2,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0,0,0,0,0,0,4,0
Streptococcus sp. I-P16,0,0,0,0,0,0,2,2,0,1,0,2,0,4,0,0,1,1,0,1,1,0
Streptococcus sp. M143,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Streptococcus sp. M334,0,0,0,0,2,7,0,0,3,0,0,1,1,0,0,2,0,0,0,1,1,0
Streptococcus sp. NLAE-zl-C503,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Streptococcus sp. NPS 308,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
Streptococcus sp. NZ1587,2,0,2,5,4,54,0,1,9,1,3,0,2,3,1,0,5,3,8,6,10,1
Streptococcus sp. OBRC6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Streptococcus sp. SK140,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,1,2,1,0,0,0,0
Streptococcus sp. SK643,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,1,2,2,5,1,0
Streptococcus sp. SR1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1,2,1,0,1
Streptococcus sp. SR4,0,1,0,1,0,1,0,1,0,0,0,4,0,2,0,0,3,1,1,0,3,0
Streptococcus sp. VT 162,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Streptococcus sp. X13SY08,1,3,0,4,2,6,2,2,2,3,3,4,1,2,1,0,2,5,5,2,23,4
Streptococcus sp. oral taxon 056,0,0,0,3,0,2,1,0,4,0,2,0,1,1,0,2,6,3,4,1,2,1
Streptococcus sp. oral taxon 058,2,0,0,2,2,1,0,0,1,2,0,1,0,1,1,2,0,0,0,0,0,0
Streptococcus sp. oral taxon 064,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus sp. oral taxon 071,2,1,2,1,4,0,0,4,0,3,0,5,2,3,6,2,6,0,3,0,3,1
Streptococcus sp. oral taxon 431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,1
Streptococcus suis,86,322,26,371,116,120,139,2027,81,241,129,184,135,365,79,122,695,97,2180,159,10182,194
Streptococcus thermophilus CAG:236,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus thermophilus,15,17,5,5,11,44,33,46,15,9,18,127,11,77,8,11,63,21,71,9,238,18
Streptococcus thoraltensis,1,3,0,2,2,2,0,0,11,4,8,3,4,4,1,0,6,5,4,5,2,2
Streptococcus timonensis,1,1,1,0,0,2,0,0,0,0,1,2,0,1,1,0,0,0,0,1,1,2
Streptococcus troglodytae,0,5,0,2,0,6,0,0,4,1,3,1,1,3,0,5,0,2,0,1,2,2
Streptococcus uberis,19,9,8,18,9,12,21,12,8,15,17,25,12,28,22,14,30,21,25,16,50,12
Streptococcus urinalis,0,3,1,8,3,8,0,6,11,5,1,6,5,3,4,7,4,3,4,9,6,5
Streptococcus varani,8,8,1,5,5,11,4,10,7,6,1,16,7,9,3,8,30,6,6,16,37,5
Streptococcus vestibularis,1,1,1,0,2,2,5,5,2,2,1,10,0,2,0,0,6,3,5,0,11,1
uncultured Streptococcus sp.,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,5,0
Bacilli bacterium VT-13-104,4,5,1,2,8,7,0,2,3,5,2,1,2,6,6,8,7,7,5,6,1,1
Caldicoprobacter faecalis,5,1,0,1,2,6,1,1,5,2,2,3,2,4,1,2,3,14,2,4,4,1
Caldicoprobacter oshimai,4,10,1,10,2,18,2,7,7,7,11,0,4,10,0,6,5,12,14,11,5,5
Catabacter hongkongensis,41,26,9,40,35,63,54,20,73,70,47,33,52,92,27,31,99,92,75,38,52,25
Christensenella massiliensis,25,21,5,48,17,27,14,24,38,28,23,17,26,72,15,37,78,17,64,25,46,23
Christensenella minuta,21,14,8,19,9,15,55,14,17,20,11,27,26,74,11,15,65,38,40,20,55,27
Christensenella sp. AF73-05CM02,16,17,8,22,5,39,23,11,19,23,12,17,26,33,8,20,59,32,31,28,29,17
Christensenella timonensis,30,27,8,33,33,49,33,22,44,32,34,31,39,69,16,22,90,37,75,32,35,30
Alkaliphilus metalliredigens,73,52,14,116,41,106,40,31,93,118,94,105,79,83,36,115,166,150,134,102,39,48
Alkaliphilus oremlandii,51,30,19,63,46,64,22,29,65,79,57,77,59,108,23,46,80,177,87,71,42,47
Alkaliphilus peptidifermentans,63,50,14,88,41,98,21,29,88,86,48,53,40,58,38,86,91,134,107,102,28,45
Alkaliphilus transvaalensis,62,36,16,55,49,106,25,17,86,50,47,43,49,61,33,59,118,99,79,75,37,35
uncultured Alkaliphilus sp.,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerosalibacter massiliensis,36,28,8,57,30,60,10,21,34,60,63,24,18,59,10,37,51,69,48,48,14,38
Anaerosalibacter sp. Marseille-P3206,34,32,13,68,27,47,20,10,34,49,62,33,38,84,41,62,85,41,54,51,22,34
Beduini massiliensis,31,40,16,52,26,43,13,20,55,59,39,24,37,51,29,54,109,32,76,34,41,37
Butyricicoccus desmolans,28,26,15,57,27,25,55,33,33,51,47,41,32,242,17,44,87,20,81,29,89,31
Butyricicoccus pullicaecorum,65,47,14,95,49,48,57,53,83,89,63,56,76,268,28,78,138,53,119,55,125,56
uncultured Butyricicoccus sp.,150,89,67,199,79,24,235,209,42,198,67,138,88,1292,50,196,319,51,428,50,466,162
Caldisalinibacter kiritimatiensis,40,44,10,77,37,60,8,13,65,70,45,55,47,45,23,71,76,65,110,63,17,26
