ID,20S20R1,7S7R100,9S9R100,3S3R100,21S21R1,22S22R1,8S8R100,6S6R100,2S2R100,5S5R100,16S16R1,17S17R1,1S1R100,15S15R1,18S18R1,19S19R1,14S14R1,11S11R1,4S4R100,10S10R1,12S12R1,13S13R1
Merdibacter massiliensis,29.0,17.0,9.0,40.0,42.0,29.0,18.0,18.0,46.0,35.0,34.0,18.0,34.0,78.0,24.0,24.0,72.0,44.0,61.0,40.0,26.0,21.0
Erysipelotrichaceae bacterium 21_3,3.0,3.0,1.0,8.0,5.0,0.0,5.0,9.0,2.0,11.0,10.0,6.0,9.0,30.0,0.0,3.0,13.0,1.0,11.0,4.0,24.0,7.0
Erysipelotrichaceae bacterium 2_2_44A,2.0,6.0,5.0,13.0,2.0,25.0,3.0,5.0,23.0,3.0,9.0,9.0,4.0,31.0,2.0,2.0,7.0,10.0,10.0,10.0,14.0,7.0
Erysipelotrichaceae bacterium 3_1_53,20.0,11.0,8.0,33.0,5.0,18.0,18.0,14.0,21.0,30.0,19.0,24.0,21.0,67.0,6.0,9.0,70.0,21.0,35.0,10.0,40.0,14.0
Erysipelotrichaceae bacterium 5_2_54FAA,4.0,6.0,3.0,5.0,4.0,6.0,8.0,9.0,10.0,10.0,6.0,6.0,10.0,34.0,2.0,6.0,15.0,2.0,11.0,7.0,10.0,3.0
Erysipelotrichaceae bacterium 6_1_45,4.0,8.0,3.0,8.0,1.0,2.0,6.0,7.0,3.0,14.0,3.0,10.0,2.0,38.0,3.0,6.0,10.0,1.0,11.0,6.0,18.0,3.0
Erysipelotrichaceae bacterium CAG:64,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,0.0,2.0,0.0,2.0,5.0,0.0,4.0,5.0,4.0,0.0
Erysipelotrichaceae bacterium I46,3.0,1.0,2.0,7.0,5.0,2.0,4.0,0.0,4.0,5.0,9.0,2.0,3.0,8.0,2.0,3.0,5.0,4.0,3.0,4.0,1.0,11.0
Erysipelotrichaceae bacterium MTC7,36.0,29.0,8.0,29.0,42.0,72.0,18.0,18.0,66.0,47.0,38.0,40.0,41.0,75.0,26.0,36.0,96.0,69.0,59.0,36.0,42.0,21.0
Erysipelotrichaceae bacterium NK3D112,33.0,16.0,4.0,77.0,41.0,58.0,29.0,28.0,50.0,77.0,50.0,62.0,68.0,181.0,30.0,43.0,179.0,36.0,143.0,48.0,94.0,62.0
Erysipelotrichaceae bacterium NYU-BL-E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Erysipelotrichaceae bacterium NYU-BL-F16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[Eubacterium] dolichum,8.0,6.0,15.0,13.0,8.0,13.0,13.0,12.0,26.0,13.0,12.0,13.0,15.0,37.0,13.0,12.0,16.0,8.0,28.0,8.0,33.0,15.0
Solobacterium moorei,26.0,24.0,11.0,56.0,32.0,41.0,34.0,21.0,47.0,50.0,41.0,44.0,31.0,139.0,18.0,46.0,157.0,34.0,77.0,41.0,84.0,62.0
Traorella massiliensis,28.0,19.0,9.0,71.0,22.0,49.0,20.0,28.0,60.0,47.0,44.0,22.0,43.0,111.0,18.0,23.0,95.0,31.0,66.0,39.0,60.0,27.0
Turicibacter sanguinis,26.0,29.0,12.0,62.0,31.0,30.0,23.0,20.0,38.0,57.0,24.0,22.0,25.0,41.0,13.0,58.0,59.0,19.0,65.0,30.0,25.0,24.0
Turicibacter sp. H121,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,6.0,0.0,0.0,1.0
Turicibacter sp. HGF1,0.0,8.0,5.0,12.0,4.0,5.0,1.0,1.0,2.0,11.0,0.0,1.0,2.0,8.0,0.0,10.0,5.0,1.0,7.0,1.0,2.0,1.0
uncultured Turicibacter sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Limnochorda pilosa,21.0,63.0,29.0,32.0,26.0,132.0,29.0,21.0,103.0,22.0,52.0,28.0,30.0,20.0,28.0,28.0,37.0,334.0,27.0,89.0,13.0,44.0
Firmicutes bacterium 13_1_40CM_3_65_11,1.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,2.0,0.0,0.0
Firmicutes bacterium ASF500,62.0,66.0,39.0,116.0,38.0,28.0,68.0,88.0,64.0,122.0,51.0,23.0,44.0,282.0,29.0,96.0,204.0,43.0,158.0,40.0,101.0,68.0
Firmicutes bacterium CAG:102,213.0,69.0,64.0,145.0,97.0,33.0,384.0,234.0,34.0,215.0,55.0,127.0,41.0,1581.0,44.0,283.0,241.0,36.0,505.0,53.0,711.0,156.0
Firmicutes bacterium CAG:103,114.0,82.0,29.0,225.0,40.0,28.0,205.0,242.0,41.0,163.0,62.0,321.0,174.0,671.0,51.0,272.0,1460.0,38.0,568.0,76.0,921.0,365.0
Firmicutes bacterium CAG:110,141.0,140.0,48.0,956.0,258.0,35.0,174.0,216.0,38.0,667.0,255.0,106.0,101.0,947.0,66.0,468.0,468.0,37.0,385.0,63.0,661.0,359.0
Firmicutes bacterium CAG:110_56_8,18.0,12.0,5.0,89.0,15.0,2.0,29.0,27.0,6.0,63.0,19.0,19.0,21.0,140.0,14.0,51.0,68.0,7.0,70.0,11.0,109.0,34.0
Firmicutes bacterium CAG:114,44.0,46.0,28.0,127.0,31.0,31.0,142.0,116.0,40.0,90.0,35.0,50.0,59.0,562.0,17.0,84.0,197.0,37.0,181.0,36.0,197.0,89.0
Firmicutes bacterium CAG:124,168.0,304.0,68.0,976.0,111.0,125.0,160.0,412.0,69.0,620.0,143.0,107.0,236.0,1249.0,99.0,830.0,831.0,36.0,1110.0,104.0,455.0,708.0
Firmicutes bacterium CAG:129,944.0,485.0,534.0,900.0,338.0,21.0,544.0,1010.0,24.0,1031.0,178.0,95.0,311.0,3552.0,185.0,1144.0,926.0,23.0,1421.0,103.0,735.0,677.0
Firmicutes bacterium CAG:129_59_24,138.0,147.0,104.0,302.0,96.0,8.0,104.0,264.0,6.0,387.0,43.0,34.0,87.0,1027.0,40.0,372.0,214.0,6.0,537.0,23.0,195.0,245.0
Firmicutes bacterium CAG:137,48.0,23.0,25.0,148.0,33.0,25.0,43.0,49.0,25.0,117.0,52.0,30.0,37.0,189.0,22.0,97.0,106.0,27.0,82.0,25.0,80.0,59.0
Firmicutes bacterium CAG:137_57_8,12.0,10.0,3.0,18.0,2.0,2.0,7.0,3.0,2.0,12.0,5.0,10.0,3.0,18.0,1.0,12.0,8.0,2.0,12.0,2.0,14.0,6.0
Firmicutes bacterium CAG:145,52.0,32.0,20.0,82.0,39.0,22.0,59.0,39.0,30.0,92.0,48.0,68.0,61.0,207.0,28.0,49.0,167.0,43.0,126.0,37.0,176.0,52.0
Firmicutes bacterium CAG:170,94.0,136.0,34.0,379.0,73.0,44.0,89.0,278.0,31.0,306.0,66.0,49.0,120.0,749.0,35.0,311.0,508.0,28.0,437.0,41.0,299.0,300.0
Firmicutes bacterium CAG:176,1772.0,787.0,773.0,1229.0,270.0,8.0,1661.0,2633.0,35.0,1548.0,234.0,432.0,830.0,13128.0,937.0,2341.0,3663.0,20.0,3993.0,146.0,3821.0,1644.0
Firmicutes bacterium CAG:176_59_8,90.0,48.0,24.0,85.0,21.0,11.0,87.0,136.0,8.0,89.0,14.0,25.0,67.0,611.0,28.0,157.0,216.0,3.0,220.0,9.0,239.0,108.0
Firmicutes bacterium CAG:176_63_11,416.0,205.0,69.0,382.0,89.0,12.0,481.0,631.0,18.0,449.0,60.0,211.0,201.0,2207.0,120.0,724.0,1035.0,18.0,1141.0,39.0,1034.0,546.0
Firmicutes bacterium CAG:194,14.0,22.0,8.0,43.0,12.0,4.0,12.0,86.0,6.0,30.0,13.0,8.0,23.0,248.0,17.0,46.0,35.0,2.0,54.0,10.0,67.0,51.0
Firmicutes bacterium CAG:212,1.0,0.0,1.0,4.0,1.0,1.0,6.0,1.0,0.0,4.0,0.0,6.0,0.0,30.0,0.0,0.0,3.0,1.0,7.0,1.0,20.0,6.0
Firmicutes bacterium CAG:227,43.0,10.0,18.0,55.0,24.0,15.0,21.0,52.0,8.0,36.0,16.0,22.0,47.0,256.0,12.0,50.0,116.0,22.0,88.0,20.0,84.0,46.0
Firmicutes bacterium CAG:238,52.0,73.0,29.0,144.0,51.0,24.0,55.0,82.0,45.0,132.0,81.0,45.0,74.0,259.0,35.0,100.0,143.0,33.0,111.0,41.0,96.0,87.0
Firmicutes bacterium CAG:24053_14,79.0,66.0,46.0,119.0,31.0,7.0,121.0,138.0,14.0,132.0,18.0,109.0,56.0,686.0,38.0,142.0,301.0,10.0,308.0,20.0,313.0,118.0
Firmicutes bacterium CAG:240,6.0,0.0,3.0,16.0,2.0,4.0,9.0,5.0,3.0,12.0,5.0,5.0,19.0,55.0,4.0,18.0,61.0,2.0,47.0,2.0,51.0,15.0
Firmicutes bacterium CAG:24,86.0,27.0,53.0,55.0,17.0,1.0,414.0,127.0,6.0,50.0,29.0,272.0,48.0,740.0,18.0,44.0,128.0,6.0,363.0,15.0,496.0,68.0
Firmicutes bacterium CAG:270,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0,2.0,0.0,7.0,1.0,6.0,5.0
Firmicutes bacterium CAG:272,40.0,35.0,7.0,118.0,35.0,33.0,29.0,42.0,33.0,72.0,39.0,27.0,53.0,178.0,24.0,68.0,137.0,28.0,85.0,28.0,104.0,59.0
Firmicutes bacterium CAG:272_52_7,0.0,4.0,0.0,7.0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,5.0,0.0,12.0,1.0,4.0,9.0,3.0,3.0,1.0,5.0,5.0
Firmicutes bacterium CAG:308,2.0,1.0,1.0,4.0,7.0,2.0,10.0,1.0,2.0,0.0,5.0,2.0,3.0,10.0,0.0,4.0,2.0,4.0,3.0,0.0,16.0,1.0
Firmicutes bacterium CAG:313,12.0,41.0,7.0,106.0,23.0,69.0,8.0,18.0,60.0,32.0,59.0,3.0,29.0,30.0,27.0,49.0,133.0,38.0,9.0,57.0,18.0,48.0
Firmicutes bacterium CAG:321,59.0,49.0,11.0,75.0,16.0,3.0,195.0,147.0,5.0,55.0,35.0,221.0,70.0,468.0,14.0,51.0,236.0,3.0,179.0,7.0,860.0,114.0
Firmicutes bacterium CAG:321_26_22,43.0,41.0,5.0,84.0,10.0,11.0,112.0,99.0,11.0,51.0,24.0,180.0,42.0,351.0,8.0,46.0,189.0,6.0,144.0,7.0,650.0,85.0
Firmicutes bacterium CAG:341,9.0,32.0,1.0,98.0,14.0,13.0,5.0,72.0,12.0,22.0,11.0,20.0,23.0,57.0,3.0,46.0,54.0,13.0,71.0,16.0,334.0,36.0
Firmicutes bacterium CAG:345,10.0,26.0,5.0,57.0,20.0,78.0,1.0,7.0,43.0,24.0,39.0,2.0,59.0,15.0,25.0,21.0,319.0,24.0,8.0,56.0,13.0,23.0
Firmicutes bacterium CAG:41,5.0,11.0,2.0,37.0,7.0,37.0,15.0,28.0,10.0,31.0,7.0,73.0,28.0,52.0,4.0,41.0,55.0,6.0,51.0,13.0,115.0,22.0
Firmicutes bacterium CAG:424,41.0,18.0,20.0,63.0,16.0,17.0,59.0,27.0,33.0,52.0,32.0,57.0,56.0,201.0,21.0,36.0,97.0,26.0,128.0,14.0,85.0,39.0
Firmicutes bacterium CAG:449,13.0,47.0,18.0,66.0,22.0,102.0,5.0,6.0,98.0,25.0,84.0,8.0,95.0,32.0,32.0,28.0,335.0,31.0,16.0,106.0,10.0,20.0
Firmicutes bacterium CAG:460,101.0,43.0,15.0,110.0,9.0,30.0,177.0,197.0,16.0,77.0,28.0,227.0,77.0,807.0,40.0,118.0,310.0,29.0,202.0,14.0,916.0,90.0
Firmicutes bacterium CAG:466,7.0,17.0,4.0,21.0,8.0,10.0,7.0,6.0,18.0,7.0,8.0,4.0,13.0,30.0,2.0,12.0,19.0,6.0,16.0,11.0,19.0,9.0
Firmicutes bacterium CAG:475,15.0,23.0,5.0,60.0,14.0,45.0,8.0,10.0,25.0,21.0,29.0,13.0,58.0,22.0,10.0,25.0,91.0,22.0,26.0,47.0,21.0,15.0
Firmicutes bacterium CAG:534,345.0,124.0,157.0,222.0,210.0,18.0,855.0,299.0,28.0,313.0,76.0,235.0,450.0,2619.0,78.0,214.0,571.0,40.0,641.0,63.0,518.0,212.0
Firmicutes bacterium CAG:536,3.0,3.0,3.0,9.0,4.0,4.0,9.0,5.0,6.0,10.0,1.0,7.0,9.0,32.0,5.0,7.0,11.0,5.0,11.0,7.0,8.0,5.0
Firmicutes bacterium CAG:552,0.0,3.0,1.0,5.0,3.0,3.0,2.0,3.0,4.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,4.0,0.0,0.0
Firmicutes bacterium CAG:552_39_19,27.0,33.0,29.0,63.0,20.0,14.0,51.0,65.0,16.0,58.0,26.0,40.0,30.0,387.0,9.0,41.0,80.0,5.0,103.0,16.0,125.0,47.0
Firmicutes bacterium CAG:555,42.0,34.0,9.0,100.0,29.0,25.0,59.0,57.0,21.0,68.0,36.0,53.0,114.0,246.0,33.0,60.0,505.0,20.0,150.0,55.0,164.0,88.0
Firmicutes bacterium CAG:56,2.0,2.0,3.0,23.0,1.0,1.0,8.0,4.0,4.0,9.0,5.0,3.0,5.0,85.0,1.0,22.0,12.0,3.0,13.0,5.0,25.0,12.0
Firmicutes bacterium CAG:582,42.0,25.0,6.0,41.0,21.0,19.0,73.0,50.0,31.0,37.0,27.0,108.0,45.0,516.0,21.0,36.0,123.0,26.0,81.0,23.0,300.0,44.0
Firmicutes bacterium CAG:631,19.0,15.0,9.0,61.0,27.0,76.0,7.0,6.0,50.0,41.0,48.0,10.0,63.0,18.0,26.0,32.0,130.0,22.0,28.0,53.0,5.0,28.0
Firmicutes bacterium CAG:646,37.0,26.0,20.0,68.0,22.0,24.0,35.0,46.0,27.0,32.0,21.0,36.0,39.0,138.0,14.0,31.0,74.0,28.0,72.0,28.0,77.0,35.0
Firmicutes bacterium CAG:65,154.0,115.0,135.0,160.0,62.0,1.0,114.0,241.0,4.0,168.0,25.0,12.0,53.0,1660.0,69.0,224.0,145.0,2.0,375.0,34.0,353.0,150.0
Firmicutes bacterium CAG:65_45_313,278.0,209.0,244.0,267.0,114.0,3.0,196.0,404.0,5.0,302.0,59.0,13.0,101.0,2736.0,105.0,332.0,286.0,6.0,583.0,51.0,681.0,255.0
Firmicutes bacterium CAG:791,131.0,30.0,35.0,69.0,33.0,18.0,263.0,59.0,27.0,113.0,46.0,148.0,263.0,442.0,36.0,65.0,318.0,16.0,341.0,36.0,189.0,103.0
Firmicutes bacterium CAG:822,33.0,16.0,3.0,47.0,26.0,75.0,37.0,19.0,60.0,54.0,63.0,68.0,51.0,149.0,18.0,37.0,70.0,36.0,62.0,25.0,142.0,24.0
Firmicutes bacterium CAG:83,136.0,95.0,37.0,245.0,47.0,30.0,238.0,263.0,25.0,245.0,45.0,154.0,126.0,1618.0,40.0,302.0,611.0,20.0,366.0,27.0,757.0,213.0
Firmicutes bacterium CAG:882,72.0,179.0,70.0,358.0,60.0,46.0,78.0,416.0,33.0,158.0,58.0,46.0,97.0,2445.0,58.0,321.0,378.0,38.0,215.0,73.0,178.0,175.0
Firmicutes bacterium CAG:884,33.0,22.0,3.0,54.0,33.0,64.0,35.0,26.0,71.0,33.0,52.0,68.0,62.0,180.0,28.0,27.0,120.0,33.0,59.0,28.0,163.0,44.0
Firmicutes bacterium CAG:94,53.0,31.0,22.0,79.0,64.0,35.0,48.0,31.0,25.0,118.0,30.0,39.0,53.0,212.0,36.0,43.0,125.0,29.0,134.0,29.0,109.0,52.0
Firmicutes bacterium CAG:95,696.0,222.0,315.0,413.0,352.0,23.0,2228.0,603.0,23.0,536.0,145.0,801.0,417.0,5708.0,169.0,453.0,1088.0,30.0,1342.0,106.0,2027.0,532.0
Firmicutes bacterium CAG_194_44_15,42.0,51.0,16.0,66.0,17.0,2.0,21.0,94.0,1.0,54.0,20.0,10.0,40.0,320.0,7.0,64.0,72.0,6.0,84.0,15.0,117.0,66.0
Firmicutes bacterium GWE2_51_13,54.0,28.0,22.0,53.0,43.0,133.0,7.0,9.0,243.0,65.0,41.0,40.0,37.0,81.0,63.0,51.0,27.0,78.0,151.0,40.0,74.0,50.0
Firmicutes bacterium GWF2_51_9,3.0,2.0,7.0,4.0,3.0,20.0,0.0,3.0,46.0,3.0,6.0,8.0,4.0,10.0,7.0,10.0,5.0,13.0,12.0,3.0,9.0,5.0
Firmicutes bacterium M10-2,9.0,18.0,5.0,19.0,14.0,41.0,6.0,7.0,27.0,15.0,17.0,16.0,14.0,35.0,6.0,10.0,35.0,22.0,26.0,22.0,25.0,9.0
Firmicutes bacterium ML8_F2,28.0,36.0,12.0,33.0,43.0,128.0,26.0,10.0,125.0,44.0,69.0,24.0,50.0,23.0,24.0,21.0,51.0,165.0,32.0,69.0,16.0,17.0
Firmicutes bacterium RBG_13_65_8,0.0,2.0,0.0,2.0,5.0,3.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0,0.0,3.0,2.0,6.0,17.0,1.0,3.0,3.0,2.0
Firmicutes bacterium ZOR0006,17.0,15.0,6.0,34.0,22.0,51.0,10.0,15.0,51.0,29.0,23.0,10.0,13.0,12.0,15.0,17.0,28.0,37.0,29.0,24.0,13.0,23.0
Firmicutes bacterium enrichment culture clone fosmid MGS-M1,0.0,0.0,0.0,1.0,17.0,39.0,0.0,0.0,11.0,4.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,8.0,0.0,1.0
Firmicutes bacterium enrichment culture clone fosmid MGS-M2,0.0,1.0,0.0,1.0,3.0,15.0,0.0,2.0,6.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,5.0,0.0,1.0
endosymbiont 'TC1' of Trimyema compressum,15.0,9.0,11.0,10.0,19.0,42.0,4.0,5.0,36.0,23.0,28.0,49.0,23.0,17.0,6.0,11.0,16.0,32.0,22.0,39.0,17.0,17.0
uncultured firmicutes bacterium contig_31,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
uncultured firmicutes bacterium contig_61,0.0,1.0,0.0,2.0,1.0,6.0,2.0,1.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0
Ndongobacter massiliensis,24.0,20.0,15.0,20.0,22.0,40.0,13.0,6.0,22.0,28.0,24.0,17.0,16.0,44.0,17.0,22.0,38.0,25.0,35.0,15.0,18.0,24.0
Acidaminococcus fermentans,42.0,17.0,16.0,81.0,21.0,31.0,111.0,64.0,16.0,51.0,38.0,73.0,51.0,280.0,14.0,68.0,145.0,13.0,207.0,29.0,273.0,58.0
Acidaminococcus intestini CAG:325,1.0,2.0,4.0,6.0,1.0,0.0,1.0,10.0,0.0,2.0,1.0,0.0,3.0,21.0,0.0,3.0,4.0,0.0,5.0,1.0,22.0,4.0
Acidaminococcus intestini,10.0,18.0,12.0,19.0,12.0,6.0,42.0,33.0,7.0,10.0,18.0,12.0,20.0,159.0,5.0,16.0,26.0,3.0,33.0,11.0,137.0,32.0
Acidaminococcus massiliensis,29.0,18.0,5.0,35.0,13.0,13.0,49.0,40.0,15.0,29.0,35.0,49.0,29.0,79.0,16.0,10.0,80.0,16.0,109.0,23.0,83.0,21.0
Acidaminococcus sp. BV3L6,7.0,4.0,1.0,14.0,0.0,3.0,8.0,13.0,4.0,7.0,4.0,3.0,4.0,44.0,3.0,9.0,15.0,5.0,23.0,3.0,44.0,6.0
Acidaminococcus sp. CAG:542,9.0,11.0,9.0,34.0,13.0,6.0,17.0,95.0,8.0,25.0,13.0,39.0,18.0,73.0,8.0,14.0,47.0,8.0,61.0,6.0,176.0,15.0
Acidaminococcus sp. CAG:917,9.0,17.0,10.0,38.0,20.0,40.0,15.0,13.0,35.0,37.0,35.0,17.0,61.0,37.0,13.0,22.0,53.0,45.0,38.0,37.0,6.0,11.0
Acidaminococcus sp. D21,0.0,0.0,1.0,3.0,0.0,0.0,5.0,10.0,0.0,5.0,0.0,6.0,1.0,37.0,1.0,2.0,5.0,0.0,10.0,0.0,16.0,2.0
Acidaminococcus sp. HPA0509,2.0,2.0,4.0,4.0,0.0,0.0,11.0,6.0,1.0,1.0,2.0,8.0,0.0,28.0,0.0,1.0,4.0,0.0,9.0,2.0,21.0,1.0
Acidaminococcus timonensis,35.0,21.0,8.0,32.0,13.0,16.0,58.0,37.0,13.0,33.0,11.0,51.0,42.0,141.0,9.0,28.0,116.0,13.0,167.0,8.0,134.0,16.0
uncultured Acidaminococcus sp.,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phascolarctobacterium sp. CAG:207,1374.0,533.0,418.0,736.0,734.0,62.0,5780.0,1345.0,101.0,967.0,371.0,3107.0,458.0,5608.0,450.0,664.0,2954.0,80.0,3426.0,268.0,3825.0,837.0
Phascolarctobacterium sp. CAG:266,106.0,46.0,34.0,84.0,100.0,55.0,203.0,104.0,40.0,155.0,106.0,184.0,115.0,326.0,40.0,70.0,453.0,66.0,508.0,53.0,170.0,111.0
Phascolarctobacterium succinatutens,686.0,274.0,150.0,725.0,758.0,51.0,1039.0,654.0,132.0,1056.0,521.0,450.0,311.0,3583.0,103.0,658.0,1959.0,76.0,2746.0,165.0,1643.0,623.0
Succiniclasticum ruminis,106.0,61.0,27.0,98.0,68.0,90.0,140.0,69.0,78.0,131.0,101.0,190.0,136.0,204.0,52.0,56.0,464.0,59.0,410.0,76.0,128.0,40.0
Succinispira mobilis,842.0,107.0,74.0,342.0,359.0,84.0,3235.0,636.0,65.0,379.0,229.0,5769.0,794.0,2225.0,158.0,297.0,2902.0,90.0,2954.0,158.0,2013.0,174.0
Anaerovibrio lipolyticus,33.0,38.0,26.0,47.0,39.0,64.0,61.0,37.0,27.0,58.0,53.0,66.0,49.0,218.0,32.0,28.0,98.0,32.0,147.0,54.0,94.0,42.0
Anaerovibrio sp. JC8,38.0,21.0,9.0,22.0,14.0,21.0,47.0,39.0,14.0,28.0,16.0,51.0,42.0,133.0,8.0,31.0,66.0,16.0,108.0,26.0,48.0,22.0
Anaerovibrio sp. RM50,15.0,12.0,6.0,30.0,14.0,21.0,32.0,28.0,27.0,23.0,33.0,22.0,32.0,93.0,9.0,19.0,53.0,11.0,73.0,11.0,46.0,16.0
Centipeda periodontii,22.0,8.0,9.0,14.0,5.0,7.0,33.0,26.0,15.0,18.0,13.0,37.0,20.0,74.0,6.0,12.0,62.0,13.0,67.0,12.0,50.0,13.0
Megamonas funiformis CAG:377,2.0,1.0,13.0,4.0,2.0,0.0,34.0,11.0,0.0,10.0,4.0,23.0,3.0,65.0,2.0,8.0,5.0,1.0,36.0,1.0,48.0,3.0
Megamonas funiformis,35.0,26.0,24.0,47.0,22.0,6.0,177.0,68.0,21.0,47.0,21.0,102.0,22.0,340.0,12.0,33.0,80.0,10.0,97.0,32.0,204.0,28.0
Megamonas hypermegale,49.0,25.0,23.0,37.0,29.0,17.0,122.0,40.0,20.0,47.0,22.0,155.0,60.0,257.0,12.0,30.0,90.0,37.0,160.0,27.0,116.0,30.0
Megamonas rupellensis,5.0,5.0,11.0,11.0,4.0,1.0,87.0,25.0,1.0,19.0,4.0,59.0,5.0,161.0,3.0,25.0,29.0,3.0,44.0,12.0,113.0,14.0
Megamonas sp. Calf98-2,10.0,12.0,13.0,6.0,5.0,0.0,73.0,27.0,2.0,12.0,2.0,40.0,6.0,146.0,10.0,7.0,18.0,3.0,49.0,7.0,83.0,8.0
Megamonas sp. Marseille-P3344,4.0,6.0,13.0,9.0,4.0,1.0,69.0,21.0,0.0,9.0,6.0,27.0,2.0,120.0,3.0,8.0,20.0,0.0,37.0,3.0,55.0,12.0
uncultured Megamonas sp.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Mitsuokella jalaludinii,238.0,142.0,124.0,278.0,51.0,18.0,962.0,411.0,15.0,353.0,49.0,191.0,172.0,3308.0,22.0,321.0,273.0,25.0,720.0,57.0,1550.0,236.0
Mitsuokella multacida,132.0,78.0,90.0,158.0,57.0,23.0,512.0,327.0,21.0,209.0,26.0,184.0,89.0,1874.0,26.0,147.0,259.0,24.0,531.0,31.0,960.0,123.0
Mitsuokella sp. oral taxon 131,59.0,35.0,18.0,26.0,36.0,64.0,146.0,69.0,17.0,75.0,20.0,137.0,72.0,540.0,21.0,48.0,142.0,49.0,274.0,20.0,154.0,54.0
Pectinatus cerevisiiphilus,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Pectinatus frisingensis,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Pectinatus haikarae,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Propionispira arboris,68.0,27.0,14.0,34.0,25.0,13.0,86.0,38.0,19.0,51.0,27.0,181.0,58.0,315.0,23.0,49.0,137.0,19.0,272.0,24.0,122.0,25.0
Propionispira raffinosivorans,60.0,23.0,16.0,39.0,33.0,63.0,79.0,29.0,10.0,44.0,23.0,184.0,57.0,232.0,24.0,48.0,132.0,22.0,202.0,19.0,101.0,21.0
Schwartzia succinivorans,82.0,38.0,17.0,67.0,43.0,33.0,150.0,56.0,44.0,97.0,42.0,149.0,117.0,336.0,32.0,40.0,218.0,58.0,300.0,54.0,167.0,50.0
Selenomonas artemidis,5.0,6.0,1.0,11.0,5.0,5.0,6.0,11.0,9.0,4.0,13.0,10.0,7.0,31.0,9.0,3.0,11.0,7.0,17.0,5.0,13.0,2.0
Selenomonas bovis,108.0,75.0,64.0,90.0,88.0,34.0,282.0,1442.0,41.0,137.0,59.0,231.0,117.0,1144.0,68.0,92.0,292.0,45.0,728.0,67.0,1817.0,117.0
Selenomonas flueggei,11.0,10.0,3.0,9.0,17.0,9.0,17.0,8.0,8.0,14.0,4.0,14.0,10.0,43.0,2.0,3.0,20.0,15.0,20.0,7.0,18.0,7.0
Selenomonas infelix,6.0,9.0,1.0,12.0,6.0,9.0,19.0,20.0,15.0,13.0,8.0,33.0,11.0,70.0,3.0,6.0,24.0,16.0,32.0,14.0,33.0,15.0
Selenomonas lacticifex,2.0,0.0,0.0,3.0,5.0,0.0,4.0,12.0,0.0,1.0,0.0,1.0,0.0,21.0,0.0,1.0,0.0,0.0,4.0,2.0,12.0,2.0
Selenomonas noxia,15.0,6.0,6.0,14.0,15.0,16.0,24.0,9.0,21.0,15.0,18.0,32.0,12.0,68.0,2.0,13.0,49.0,21.0,42.0,13.0,35.0,21.0
